CustomerID,Churn,Tenure,CityTier,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,PreferredLoginDevice_Mobile Phone,PreferredLoginDevice_Phone,PreferredPaymentMode_COD,PreferredPaymentMode_Cash on Delivery,PreferredPaymentMode_Credit Card,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,PreferredPaymentMode_UPI,Gender_Male,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile,PreferedOrderCat_Mobile Phone,PreferedOrderCat_Others,MaritalStatus_Married,MaritalStatus_Single
50031,0,2.0,1,6.0,2.0,3,3,2,0,13.0,0.0,1.0,9.0,143,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
50032,0,0.0,1,13.0,2.0,4,3,3,0,17.0,1.0,1.0,0.0,161,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
50033,0,30.0,1,15.0,3.0,4,4,5,1,20.0,1.0,1.0,0.0,133,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
50034,0,13.0,3,10.0,3.0,4,2,8,0,11.0,2.0,2.0,11.0,209,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
50039,0,30.0,1,30.0,2.0,2,2,4,1,16.0,1.0,1.0,4.0,194,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
50043,0,3.0,3,11.0,2.0,3,2,3,0,12.0,2.0,7.0,4.0,194,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
50044,0,11.0,3,6.0,2.0,4,2,5,0,22.0,1.0,1.0,1.0,187,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
50050,0,18.0,3,10.0,1.0,3,5,5,1,11.0,0.0,1.0,3.0,150,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
50051,0,29.0,1,14.0,3.0,3,5,5,1,18.0,1.0,2.0,2.0,143,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
50053,1,0.0,1,8.0,2.0,4,2,2,0,22.0,0.0,1.0,0.0,111,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
50054,0,19.0,3,6.0,3.0,3,5,2,0,25.0,4.0,15.0,7.0,205,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
50056,0,4.0,1,18.0,3.0,3,2,9,1,23.0,1.0,1.0,2.0,139,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
50059,0,23.0,1,6.0,2.0,4,3,3,0,15.0,0.0,1.0,2.0,137,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False
50060,0,26.0,1,19.0,2.0,2,5,2,0,11.0,1.0,1.0,3.0,145,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
50064,0,7.0,1,8.0,2.0,4,3,2,0,17.0,0.0,1.0,9.0,195,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
50068,1,0.0,1,29.0,2.0,4,3,4,1,13.0,1.0,1.0,1.0,159,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
50071,0,10.0,1,27.0,3.0,2,5,2,1,12.0,0.0,1.0,7.0,136,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
50072,0,8.0,1,8.0,2.0,3,4,6,0,11.0,1.0,1.0,2.0,144,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
50073,0,15.0,1,27.0,2.0,3,3,3,0,16.0,0.0,1.0,2.0,153,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
50074,0,11.0,1,8.0,2.0,3,3,10,0,14.0,0.0,1.0,0.0,166,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
50075,0,11.0,1,35.0,2.0,3,2,4,0,18.0,0.0,1.0,7.0,163,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
50076,0,0.0,1,6.0,2.0,4,5,6,0,19.0,0.0,2.0,0.0,143,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
50077,0,22.0,1,24.0,3.0,3,2,2,1,15.0,0.0,1.0,7.0,168,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
50078,0,7.0,1,16.0,2.0,3,3,2,1,17.0,2.0,2.0,0.0,138,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
50080,1,1.0,1,35.0,3.0,3,5,8,1,19.0,0.0,1.0,0.0,167,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
50081,1,0.0,3,33.0,2.0,3,2,2,0,22.0,1.0,1.0,9.0,176,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
50084,0,13.0,1,15.0,3.0,4,2,10,0,14.0,1.0,1.0,2.0,149,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
50085,0,19.0,1,6.0,3.0,3,5,8,0,16.0,0.0,1.0,3.0,194,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
50086,1,0.0,3,10.0,2.0,5,2,2,0,11.0,7.0,9.0,8.0,204,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
50087,0,3.0,1,6.0,2.0,4,3,2,0,22.0,2.0,5.0,8.0,185,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
50088,0,0.0,3,26.0,2.0,3,3,2,0,14.0,1.0,1.0,7.0,200,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
50092,1,0.0,3,32.0,2.0,4,5,6,0,15.0,0.0,1.0,1.0,167,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
50094,0,18.0,3,12.0,2.0,4,2,7,0,12.0,12.0,12.0,8.0,189,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
50095,0,27.0,3,9.0,2.0,3,5,3,0,14.0,1.0,1.0,5.0,159,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
50096,0,9.0,1,11.0,3.0,3,4,9,0,16.0,0.0,3.0,7.0,159,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
50099,0,11.0,3,9.0,3.0,3,3,1,0,12.0,1.0,5.0,13.0,206,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
50100,0,4.0,1,6.0,2.0,5,3,1,0,12.0,1.0,1.0,4.0,143,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
50102,0,10.0,3,10.0,2.0,3,2,5,0,17.0,1.0,5.0,8.0,0,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False
50103,0,2.0,3,6.0,2.0,3,2,2,0,14.0,4.0,4.0,1.0,179,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
50104,0,8.0,3,6.0,3.0,3,3,2,0,14.0,1.0,1.0,8.0,188,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
50106,0,25.0,1,8.0,2.0,4,2,8,0,15.0,0.0,2.0,2.0,132,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
50114,0,5.0,3,10.0,2.0,3,4,3,0,11.0,1.0,1.0,2.0,139,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
50115,1,0.0,1,6.0,3.0,4,3,1,1,14.0,1.0,1.0,2.0,137,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True
50117,0,5.0,3,32.0,3.0,3,2,1,0,18.0,1.0,2.0,2.0,145,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False
50119,0,13.0,1,30.0,3.0,3,2,2,0,17.0,2.0,4.0,7.0,133,False,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False
50123,0,7.0,1,8.0,2.0,4,5,7,0,13.0,0.0,5.0,9.0,160,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
50124,0,10.0,1,6.0,2.0,4,5,3,0,14.0,1.0,1.0,2.0,139,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
50125,0,18.0,1,13.0,3.0,2,3,5,0,17.0,0.0,1.0,2.0,164,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
50126,1,0.0,1,16.0,3.0,3,3,7,0,11.0,1.0,1.0,0.0,200,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
50129,0,15.0,1,23.0,2.0,2,5,4,1,13.0,0.0,1.0,2.0,165,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
50130,0,2.0,3,26.0,2.0,3,2,3,0,14.0,1.0,1.0,2.0,169,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
50131,0,0.0,1,6.0,3.0,3,3,1,0,12.0,1.0,1.0,2.0,149,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
50135,1,0.0,1,35.0,3.0,4,4,1,0,11.0,1.0,1.0,4.0,135,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
50137,0,11.0,3,8.0,2.0,4,2,4,0,18.0,6.0,7.0,5.0,152,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
50140,1,0.0,1,8.0,3.0,3,3,3,0,11.0,1.0,1.0,0.0,135,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
50141,0,2.0,3,8.0,3.0,4,4,3,0,19.0,0.0,1.0,0.0,166,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
50142,0,4.0,1,29.0,3.0,4,2,1,0,21.0,1.0,7.0,8.0,156,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
50143,0,0.0,1,11.0,2.0,2,5,2,0,12.0,1.0,1.0,5.0,140,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
50145,0,9.0,1,12.0,2.0,3,2,1,0,11.0,4.0,10.0,11.0,132,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False
50149,0,10.0,3,12.0,3.0,3,2,5,0,14.0,0.0,1.0,1.0,165,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
50150,0,0.0,1,9.0,3.0,4,3,2,0,17.0,1.0,1.0,0.0,132,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
50153,0,11.0,3,13.0,2.0,2,5,2,1,24.0,0.0,7.0,7.0,156,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
50154,0,0.0,1,6.0,2.0,3,4,2,0,20.0,0.0,1.0,4.0,164,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
50157,0,15.0,3,6.0,2.0,3,3,2,0,25.0,4.0,11.0,6.0,149,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False
50158,0,2.0,3,8.0,2.0,3,2,2,0,18.0,0.0,1.0,9.0,146,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
50159,0,28.0,1,26.0,2.0,3,2,4,1,19.0,1.0,1.0,8.0,154,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
50160,0,0.0,1,17.0,2.0,3,5,2,1,13.0,2.0,3.0,3.0,147,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
50163,0,11.0,1,29.0,2.0,3,2,10,0,14.0,0.0,1.0,2.0,157,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
50165,0,1.0,1,14.0,3.0,3,2,2,0,21.0,0.0,1.0,2.0,133,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
50167,0,9.0,1,9.0,1.0,3,4,5,0,12.0,6.0,7.0,7.0,145,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True
50169,1,0.0,3,10.0,2.0,4,2,2,1,12.0,7.0,7.0,4.0,158,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True
50173,0,8.0,3,22.0,3.0,3,4,1,0,15.0,3.0,6.0,9.0,180,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
50174,0,9.0,1,24.0,2.0,2,2,5,0,18.0,0.0,1.0,0.0,137,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
50175,0,24.0,1,8.0,2.0,5,4,6,0,18.0,0.0,1.0,2.0,155,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
50177,0,0.0,3,16.0,3.0,4,3,2,0,12.0,1.0,1.0,0.0,112,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
50178,0,1.0,1,22.0,3.0,2,5,1,0,19.0,0.0,1.0,7.0,157,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True
50179,0,4.0,3,13.0,3.0,2,2,5,0,11.0,3.0,7.0,7.0,169,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
50180,0,12.0,1,6.0,2.0,2,2,1,0,17.0,3.0,3.0,7.0,196,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
50181,0,9.0,1,30.0,2.0,3,4,8,0,15.0,0.0,1.0,8.0,157,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
50182,0,5.0,3,13.0,3.0,4,3,2,0,14.0,1.0,4.0,8.0,155,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
50184,0,30.0,1,6.0,2.0,5,3,3,1,13.0,1.0,1.0,2.0,157,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
50185,0,4.0,1,11.0,2.0,3,2,1,1,12.0,0.0,1.0,3.0,148,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False
50186,0,4.0,2,8.0,3.0,4,5,4,0,12.0,0.0,1.0,0.0,164,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False
50187,0,18.0,1,13.0,3.0,3,5,2,0,18.0,5.0,9.0,11.0,152,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
50193,1,15.0,1,14.0,2.0,4,4,3,0,15.0,7.0,7.0,7.0,149,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False
50195,0,5.0,3,14.0,3.0,4,4,2,1,11.0,6.0,11.0,9.0,152,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
50196,0,0.0,3,8.0,3.0,3,3,2,1,11.0,1.0,1.0,4.0,145,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True
50197,0,4.0,3,13.0,3.0,3,2,5,0,12.0,0.0,1.0,7.0,175,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
50198,0,5.0,1,8.0,3.0,2,2,8,0,16.0,1.0,1.0,7.0,151,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
50199,1,0.0,1,8.0,2.0,5,2,6,1,13.0,2.0,2.0,2.0,135,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
50200,0,3.0,1,34.0,3.0,3,2,2,0,13.0,0.0,1.0,9.0,158,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
50201,0,4.0,1,13.0,2.0,4,3,2,0,24.0,3.0,8.0,9.0,189,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
50203,1,2.0,3,9.0,2.0,3,3,5,1,18.0,1.0,1.0,0.0,152,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
50204,0,6.0,3,16.0,2.0,4,2,4,0,14.0,1.0,1.0,1.0,147,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True
50206,0,16.0,1,16.0,2.0,4,3,2,0,11.0,0.0,1.0,0.0,153,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
50207,0,0.0,3,6.0,3.0,3,4,1,1,13.0,0.0,1.0,4.0,163,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False
50208,0,27.0,1,26.0,2.0,3,3,4,0,12.0,1.0,1.0,3.0,149,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
50209,0,16.0,1,13.0,2.0,3,5,9,0,16.0,1.0,1.0,0.0,200,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
50210,0,18.0,1,14.0,3.0,3,2,10,0,14.0,7.0,9.0,8.0,137,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False
50211,0,13.0,3,6.0,2.0,5,2,3,1,22.0,1.0,1.0,2.0,175,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
50213,0,2.0,1,15.0,1.0,4,2,1,0,17.0,2.0,2.0,2.0,140,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True
50214,0,3.0,3,11.0,1.0,4,3,2,0,13.0,0.0,1.0,2.0,161,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
50215,0,0.0,3,14.0,2.0,3,4,2,0,18.0,0.0,1.0,7.0,162,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
50216,0,10.0,1,11.0,3.0,3,2,8,0,16.0,0.0,1.0,4.0,163,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
50218,0,4.0,1,13.0,2.0,3,2,2,1,14.0,2.0,4.0,10.0,171,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
50219,0,2.0,3,16.0,2.0,4,4,2,1,14.0,0.0,1.0,7.0,183,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
50220,0,8.0,1,11.0,3.0,3,4,1,0,13.0,0.0,1.0,13.0,181,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
50222,0,14.0,1,12.0,3.0,4,4,7,1,15.0,1.0,1.0,2.0,160,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True
50225,0,2.0,3,8.0,3.0,3,3,2,0,14.0,1.0,1.0,2.0,146,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
50229,0,10.0,1,12.0,2.0,2,5,5,1,13.0,2.0,6.0,7.0,160,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
50230,0,3.0,3,31.0,2.0,3,3,8,1,12.0,1.0,2.0,2.0,147,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
50231,0,0.0,3,6.0,2.0,3,3,2,0,17.0,2.0,7.0,7.0,153,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
50232,0,15.0,1,8.0,3.0,4,2,4,0,23.0,0.0,1.0,0.0,168,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True
50234,0,9.0,3,6.0,2.0,3,2,5,0,15.0,1.0,1.0,0.0,167,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
50235,0,9.0,3,9.0,2.0,4,2,5,0,11.0,0.0,1.0,12.0,197,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
50236,0,30.0,1,6.0,2.0,3,3,3,0,11.0,1.0,1.0,2.0,168,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
50240,0,10.0,1,16.0,3.0,3,5,7,0,20.0,1.0,1.0,3.0,135,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
50241,0,19.0,1,13.0,1.0,3,3,3,0,14.0,0.0,1.0,0.0,153,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
50242,1,4.0,3,10.0,2.0,3,4,2,0,18.0,7.0,7.0,7.0,194,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True
50243,0,23.0,1,16.0,3.0,4,2,7,0,15.0,0.0,1.0,3.0,205,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
50244,1,3.0,3,28.0,3.0,4,3,3,1,12.0,1.0,1.0,0.0,164,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False
50248,0,8.0,1,15.0,3.0,4,4,10,0,19.0,1.0,1.0,0.0,165,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
50249,0,0.0,1,6.0,2.0,3,4,2,0,11.0,0.0,1.0,4.0,138,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False
50250,0,1.0,3,15.0,3.0,3,2,2,0,16.0,1.0,1.0,7.0,153,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
50251,0,22.0,1,13.0,2.0,4,3,9,0,24.0,1.0,1.0,0.0,145,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True
50252,0,24.0,3,20.0,2.0,3,2,5,0,11.0,0.0,1.0,7.0,149,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
50254,1,0.0,3,25.0,3.0,2,2,9,1,13.0,1.0,1.0,4.0,153,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True
50256,0,0.0,3,16.0,3.0,3,3,2,1,12.0,0.0,1.0,3.0,143,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False
50260,0,9.0,3,8.0,3.0,4,3,2,0,13.0,9.0,9.0,0.0,176,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
50263,0,13.0,3,8.0,2.0,3,4,8,0,12.0,0.0,1.0,3.0,157,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
50265,0,10.0,1,16.0,2.0,3,4,3,1,12.0,0.0,1.0,1.0,142,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True
50267,0,13.0,1,8.0,3.0,4,3,7,0,22.0,1.0,1.0,0.0,134,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
50269,0,7.0,3,10.0,3.0,3,3,10,0,15.0,1.0,1.0,2.0,165,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
50270,0,4.0,1,13.0,2.0,3,5,2,0,12.0,3.0,3.0,12.0,143,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
50272,0,16.0,1,14.0,3.0,3,3,5,1,14.0,0.0,1.0,2.0,145,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
50273,0,0.0,3,10.0,2.0,4,2,2,1,11.0,0.0,1.0,3.0,145,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
50274,0,10.0,1,31.0,3.0,3,3,4,1,15.0,3.0,10.0,7.0,144,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
50276,0,12.0,1,6.0,2.0,3,3,2,1,14.0,0.0,1.0,6.0,292,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False
50278,0,3.0,3,18.0,2.0,3,3,1,0,11.0,3.0,4.0,4.0,166,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
50279,0,14.0,3,6.0,2.0,2,5,2,0,16.0,1.0,1.0,7.0,184,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
50280,0,1.0,1,23.0,3.0,3,5,2,0,12.0,0.0,1.0,8.0,146,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False
50281,1,0.0,1,9.0,3.0,3,5,6,0,13.0,1.0,1.0,2.0,140,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False
50282,0,25.0,1,9.0,2.0,4,3,3,1,14.0,0.0,1.0,4.0,180,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
50285,0,15.0,1,35.0,3.0,3,3,3,0,11.0,1.0,1.0,2.0,146,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
50286,0,3.0,1,8.0,2.0,5,2,3,0,20.0,0.0,1.0,2.0,161,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
50288,0,19.0,1,24.0,2.0,3,3,3,0,14.0,0.0,1.0,8.0,148,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
50289,0,15.0,1,34.0,2.0,4,2,1,0,11.0,0.0,1.0,4.0,145,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
50290,1,0.0,3,6.0,3.0,3,4,2,1,16.0,1.0,1.0,4.0,132,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True
50299,0,3.0,3,28.0,3.0,3,5,1,0,11.0,2.0,7.0,8.0,184,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
50303,0,30.0,3,34.0,3.0,4,5,5,0,19.0,13.0,13.0,11.0,203,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
50304,0,20.0,1,8.0,3.0,3,2,6,0,13.0,0.0,1.0,4.0,151,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
50306,0,8.0,1,28.0,2.0,5,3,1,0,15.0,2.0,4.0,3.0,142,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True
50307,0,27.0,1,14.0,2.0,3,3,8,0,11.0,1.0,1.0,0.0,138,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
50309,0,19.0,3,16.0,3.0,4,2,3,1,19.0,1.0,1.0,2.0,191,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
50310,0,4.0,1,15.0,2.0,3,4,2,0,25.0,1.0,1.0,8.0,206,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
